textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
915c66ead8,acsvxdcbgfn soccer now. shall see young phoebe after D: I don`t want her dressed up though,I don`t want her dressed up th,negative,noon,21-30,Armenia,2963243,28470,104
d5ebd5f984, You win ... SIGH Rakeem,win,positive,night,31-45,Australia,25499884,7682300,3
969294b88a,live long and prosper,live long,positive,morning,46-60,Austria,9006398,8.24E+04,109
a1384fe216,"just got in from michaels and had some shreddies  im well tired, it was fun though ryan wright stoned = LOL","just got in from michaels and had some shreddies  im well tired, it was fun though ryan wright stoned = LOL",neutral,noon,60-70,Azerbaijan,10139177,82658,123
a62c8b0a01, Hey Charicee! How are u? Are you going to come to Italy again? please tell me yes,Hey Charicee! How are u? Are you going to come to Italy again? please tell me yes,neutral,night,70-100,Bahamas,393244,10010,39
823122597e, mean,mean,neutral,morning,0-20,Bahrain,1701575,760,2239
47ffe3c006,finished proofing the wedding from March .. now just waiting for export and upload before I can share  Still have 2 more sessions to do!,finished proofing the wedding from March .. now just waiting for export and upload before I can share  Still have 2 more sessions to do!,neutral,noon,21-30,Bangladesh,164689383,130170,1265
a546aa1fc0, lol yea im thinkin bday bash ! but everybodys lame wants to sit in the house instead of qo wit me  lol,lol yea im thinkin bday bash ! but everybodys lame wants to sit in the house instead of qo wit me  lol,neutral,night,31-45,Barbados,287375,430,668
18cfebfcf1,waiting for the battery to charge for my new DSLR,waiting for the battery to charge for my new DSLR,neutral,morning,46-60,Belarus,9449323,202910,47
a0f4670541, My dad had to bury ours six weeks ago. She became his after I left for college fourteen years ago. Long time to have a kitty.,My dad had to bury ours six weeks ago. She became his after I left for college fourteen years ago. Long time to have a kitty.,neutral,noon,60-70,Belgium,11589623,30280,383
4214f0e241," - Bless you as well sweetie, and i hope you have a wonderful weekend",#NAME?,positive,night,70-100,Belize,397628,22810,17
46dcf0b66d, you could say that. I left it in VT and have been Blackberryless since Tuesday Night. I`m lost,I`m lost,negative,morning,0-20,Benin,12123200,112760,108
3b3d48063c," it was a biligual sweatshop LOL I talk 2 him once in a while but not as much, he got an r6","but not as much,",negative,noon,21-30,Bhutan,771608,3.81E+04,20
0c4c7d7f21,"super late for work, and got an earful from the PSYCHOPATH. GRRRR! Day, please get better","super late for work, and got an earful from the PSYCHOPATH. GRRRR! Day, please get better",neutral,night,31-45,Bolivia,11673021,1083300,11
4bd78cb8d0,just got outta work.  ....... Frankie`s house.,just got outta work.  ....... Frankie`s house.,neutral,morning,46-60,Bosnia and Herzegovina,3280819,51000,64
2e5b0e62a4, kirk is hotter than spock,kirk is hotter than spock,neutral,noon,60-70,Botswana,2351627,566730,4
bc84f21e3b,ShoesShoesShoes.YayYayYay.lol.IWouldPostATwitPic.ButIdntKnoHow2,ShoesShoesShoes.YayYayYay.lol.I,positive,night,70-100,Brazil,212559417,8358140,25
70a246040e, Search for 'Asos coupons' in Google  Plenty to choose from,Search for 'Asos coupons' in Google  Plenty to choose from,neutral,morning,0-20,Brunei,437479,5270,83
4bf07d44a1,'I want you in my mouth and my **** b!tch' mm jeffree rawks,'I want you in my mouth and my **** b!tch' mm jeffree rawks,neutral,noon,21-30,Bulgaria,6948445,108560,64
49ff747ca1, - Does the 1st show count? That would be the midnight show Thurs night/Fri morning,Does the 1st show count? That would be the midnight show Thurs night/Fri morning,neutral,night,31-45,Burkina Faso,20903273,273600,76
c62bc1aa71,Omg I can`t believe jay leno is going off the air,Omg I can`t believe jay leno is going off the air,neutral,morning,46-60,Burundi,11890784,25680,463
b6ec6d35ed,I`m SO thinking about skippin out to NY in the morning. . . but all of my plans were for tonight  well . . . most of them anyway.,but all of my plans were for tonight  well . . . most of them anyway.,positive,noon,60-70,C�te d'Ivoire,26378274,318000,83
b31f52a91e,Taking 40 underpriveledged kids to the circus 2moro. BIG day planned & I still aint feeling 100%  so nervous right now..,underpriveledged,negative,night,70-100,Cabo Verde,555987,4.03E+03,138
6d09b56028,"Enjoying a beautiful day off by hanging around the house. Pam is making a cake, but she won`t give me any",beautiful,positive,morning,0-20,Cambodia,16718965,176520,95
015a057c59,  it might be the swine flu! haha `cause i`ve got the flu,e swine flu,negative,noon,21-30,Cameroon,26545863,472710,56
b524839bd6,Happy Mothers day to all mums,Happy Mothers day,positive,night,31-45,Canada,37742154,9093510,4
6599743334,i can`t studyyyyyyyyyyyyyyyyyyyyyyyyy  i have an exam tom,can`t,negative,morning,46-60,Central African Republic,4829767,622980,8
5dc85811dc,Is in starbucks,Is in starbucks,neutral,noon,60-70,Chad,16425864,1259200,13
a5cb92d08b, Oceans 12,Oceans 12,neutral,night,70-100,Chile,19116201,743532,26
f789f88a03,Waking up early to go to the gym,Waking up early to go to the gym,neutral,morning,0-20,China,1439323776,9388211,153
b519ba7eaf," Heavens, not good  I can empathise. Fingers crossed it doesn`t come to anything and you can sleep easy. Wishing for the best...","Heavens,",positive,noon,21-30,Colombia,50882891,1109500,46
1f49142f0c,"Out with Bre, Jimmy, and Jon P?","Out with Bre, Jimmy, and Jon P?",neutral,night,31-45,Comoros,869601,1861,467
20771a6d9a,"So anyone looking for a vinyl-clad playset with a 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! Amish built!","So anyone looking for a vinyl-clad playset with a 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! Amish built!",neutral,morning,46-60,Congo (Congo-Brazzaville),5518087,3.42E+05,16
f1cf465b7b,"Going to the Star Trek premier tomorrow night, uber stoked. I don`t care if I`m a nerd, Star Trek is amazecore!!",amazecore!!,positive,noon,60-70,Costa Rica,5094118,51060,100
74e9f8da6b,I think I should hire one of those tranlsators.. because no one ever understands me....,because no one ever understands me....,negative,night,70-100,Croatia,4105267,55960,73
6ecab08a38,I overslept  headache,I overslept  headache,negative,morning,0-20,Cuba,11326616,106440,106
12a0841cb4, Thanks G! My actual birthday is on Tuesday and I will be 24.,Thanks G!,positive,noon,21-30,Cyprus,1207359,9240,131
c00e8432c2,happy star wars dayyyy =D and hbd to uncle LEE,happy star wars dayyyy,positive,night,31-45,Czechia (Czech Republic),10708981,77240,139
66629a38ef,bout to go to work,bout to go to work,neutral,morning,46-60,Democratic Republic of the Congo,89561403,2267050,40
8114133dba,its so nice.. I LUV KELLY...she`s such an amazing singer  LUV HER,she`s such an amazing singer,positive,noon,60-70,Denmark,5792202,42430,137
00f5f7f9c5,4 more followers.. follow me and I`ll love you!! *pouts* Please?,love,positive,night,70-100,Djibouti,988000,23180,43
4a740beb70,In Kelantan! Good to be (sort of) home! :pI`m guilt stricken after having that turtle egg.  Really. Won`t do it again. Really.,Good to be (sort of) home! :pI`m guilt stricken,neutral,morning,0-20,Dominica,71986,750,96
64d352606b," Trying to watch your vids, but the audio has been disabled","Trying to watch your vids, but the audio has been disabled",neutral,noon,21-30,Dominican Republic,10847910,4.83E+04,225
49d6a06d0c,Rats the Creative VADO`s are out of stock at walmart.com I`m too late.,too late.,negative,night,31-45,Ecuador,17643054,248360,71
82f7a9886e,weather starting to be better  So just SHINE **,weather starting to be better  So just SHINE **,neutral,morning,46-60,Egypt,102334404,995450,103
d967d8fe91," diapers??  Feeding?  Cooking?  I don`t do any of that stuff!!!  Hahaha... yeah, right!  Sounds like a normal day for me.","diapers??  Feeding?  Cooking?  I don`t do any of that stuff!!!  Hahaha... yeah, right!  Sounds like a normal day for",neutral,noon,60-70,El Salvador,6486205,20720,313
7adc7ea809, http://twitpic.com/4bckp - that should answer part of your question,http://twitpic.com/4bckp - that should answer part of your question,neutral,night,70-100,Equatorial Guinea,1402985,28050,50
f82c9ce2b7, hope ya sleepin well  guys still here,hope ya sleepin well  guys,positive,morning,0-20,Eritrea,3546421,101000,35
95a6c29dc3, I wasn`t feeling it,I wasn`t feeling it,negative,noon,21-30,Estonia,1326535,42390,31
e3ab05496b,Watching some vintage topgear,Watching some vintage topgear,neutral,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
865ed306cb,Follow Friday is a bit hard to do when my work kicks in on Fridays,hard,negative,morning,46-60,Ethiopia,114963588,1000000,115
f1bfd686e8," Thank you  How`s your daughter? And by the way, how did you get 1017 followers? :O",Thank you,positive,noon,60-70,Fiji,896445,18270,49
249bbd24bc,Realizing that I don`t have school today... or tomorrow... or for the next few months.  I really need to get on those job applications!,Realizing that I don`t have school today... or tomorrow... or for the next few months.  I really need to get on those job applications!,neutral,night,70-100,Finland,5540720,3.04E+05,18
7651967ec9,"i want some grape soda, jack fowers` fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!","fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!",neutral,morning,0-20,France,65273511,547557,119
216703ba65, WOW.How sweet!,sweet!,positive,noon,21-30,Gabon,2225734,257670,9
824aa064d2, - THANKS ! My motivation is returning at about the rate I`m inputting coffee  !,THANKS ! My motivation is returning at about the rate I`m inputting coffee,neutral,night,31-45,Gambia,2416668,10120,239
fbc0f03d51, oh..keep working on it..you can always make it a little smaller,oh..keep working on it..you can always make it a little smaller,neutral,morning,46-60,Georgia,3989167,69490,57
4d967b142e, Just saw you on TV for the Best Job in the World. Good luck.,r the Best Job in the World. Good luck.,positive,noon,60-70,Germany,83783942,348560,240
3bf7a25c9b,Happy Mothers Day!!!  <3,Happy Mothers Day!!!,positive,night,70-100,Ghana,31072940,227540,137
2b603d3169,had my last class with Scott and Julie today  going to miss them... they bought me a bottle of champagne as a congratulatory gift.,had my last class with Scott and Julie today  going to miss them... they bought me a bottle of champagne as a congratulatory gift.,neutral,morning,0-20,Greece,10423054,128900,81
4eec486ad7," hey i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing there","y i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing ther",positive,noon,21-30,Grenada,112523,340,331
6562892a62,_ife not to forget cinnamon!,_ife not to forget cinnamon!,neutral,night,31-45,Guatemala,17915568,107160,167
1e7784540e," I can understand, pains been part of my life for a long time now  I hope you feel a bit better soon.",", pains been part of my life for a long time now  I hope you feel a bit better soon.",neutral,morning,46-60,Guinea,13132795,2.46E+05,53
be5c38dab3,might be at cornerstone this year,might be at cornerstone this year,neutral,noon,60-70,Guinea-Bissau,1968001,28120,70
f73bf22385,sooo glad im home  floridia was fun!! back in ATL. time to sleep....then back up to work!!! constant grind.,glad,positive,night,70-100,Guyana,786552,196850,4
abad0bb1d5,I was feeling guilty about buying a luxurious pair of shoes yesterday until my house mate just saw them and got over excited,I was feeling guilty about buying a luxurious pair of shoes yesterday until my house mate just saw them and got over excited,neutral,morning,0-20,Haiti,11402528,27560,414
bc4f254bdd,"has burnt my hand on the cooker, it hurts",hurts,negative,noon,21-30,Holy See,801,0,2003
33dab8fbaf, it`s like the library equivalent of 'it`s 5 o`clock somewhere.' someone else in on the ref desk somewhere,it`s like the library equivalent of 'it`s 5 o`clock somewhere.' someone else in on the ref desk somewhere,neutral,night,31-45,Honduras,9904607,111890,89
5a67d1f1b6, The episode was AMAZING...I cried when I saw the home videos they were soooooo cute,were soooooo cute,positive,morning,46-60,Hungary,9660351,90530,107
d9d12cf0ce, I always feel guilty about it,s feel guilty,negative,noon,60-70,Iceland,341243,100250,3
a59829e6b2, no need to thank  we all just have to keep the good thought!,no need to thank  we all just have to keep the good thought!,neutral,night,70-100,India,1380004385,2973190,464
032d67ca83,  ROFLMAO for the funny web portal  =D,e funny,positive,morning,0-20,Indonesia,273523615,1811570,151
db0604e817,i really cant take this.,i really cant take this.,negative,noon,21-30,Iran,83992949,1.63E+06,52
eadba04b8a,  that would mean me babe! but **** it my name  is SUPER FREAKIN COOL! I give myself a pass! HA!,IN COO,positive,night,31-45,Iraq,40222493,434320,93
be239334dd,Its 11:11...make a wish!,wish!,positive,morning,46-60,Ireland,4937786,68890,72
db8475bb3f,SBS 2003 or SBS 2008! Damned if you do and damned if you don`t!  Fun times at GCH!,Damned if you do and damned if you don`t!  Fun times at GCH!,neutral,noon,60-70,Israel,8655535,21640,400
05edc8f85a,net .. net .. net ..  hmm. bad weather .. weird summer!,bad weather .. weird summer!,negative,night,70-100,Italy,60461826,294140,206
1800b2f4b8,is now on twitter.....,is now on twitter.....,neutral,morning,0-20,Jamaica,2961167,10830,273
1a8ff9899f, ugh I`m not doin too good,ugh I`m not doin too good,negative,noon,21-30,Japan,126476461,364555,347
9511a73ba5,She doesn`t believe spending many (many) thousands on a perfect wedding makes a happy couple.....A happy couple makes a perfect wedding,happy couple.,positive,night,31-45,Jordan,10203134,88780,115
6cf7b5f739," Miley, I tried voting for you, and it wont let me vote for some reason  Ill try back a little later! <3",it wont let me vote for some reason,negative,morning,46-60,Kazakhstan,18776707,2699700,7
9125201b80,"_pe awesomeness! Phillip hasn`t completely finished it but if goes up, down, left, and right","_pe awesomeness! Phillip hasn`t completely finished it but if goes up, down, left, and right",neutral,noon,60-70,Kenya,53771296,569140,94
